product_id,product_name,department,category,subcategory,product_type,description,features,color,material,size_range,price,rating,reviews_count,tags,brand,stock_status,keywords
KTAEHE9KEZBBQHYA,Vishudh Printed Women's Anarkali Kurta,Vishudh Printed Women's Anarkali Kurta,Vishudh Printed Women's Anarkali Kurta,Vishudh Printed Women's Anarkali Kurta,Vishudh Printed Women's Anarkali Kurta,"Specifications of Vishudh Printed Women's Anarkali Kurta Kurta Details Sleeve Half Sleeve Number of Contents in Sales Package Pack of 1 Fabric 100% Cotton Type Anarkali Neck ROUND NECK General Details Pattern Printed Occasion Festive Ideal For Women's In the Box Kurta Additional Details Style Code VNKU004389 BEIGE::PINK Fabric Care Gentle Machine Wash in Lukewarm Water, Do Not Bleach",,,,,1049.0,0.0,0,"women's, anarkali, vishudh, printed, kurta",Vishudh,In Stock,"vishudh printed women's anarkali kurta, women's, anarkali, vishudh, printed, kurta"
SSSEHDP9RFW7ZGNG,BuildTrack PIR Wireless Motion Sensor - One Switch Control Wireless Sensor Security System,BuildTrack PIR Wireless Motion Sensor - One Swit...,BuildTrack PIR Wireless Motion Sensor - One Swit...,BuildTrack PIR Wireless Motion Sensor - One Swit...,BuildTrack PIR Wireless Motion Sensor - One Swit...,"Key Features of BuildTrack PIR Wireless Motion Sensor - One Switch Control Wireless Sensor Security System National Award Winning Product Long Battery Life Freely Placed Low Power Consumed,BuildTrack PIR Wireless Motion Sensor - One Switch Control Wireless Sensor Security System Price: Rs. 5,000 Buildtrack's Wireless Motion Sensor turns your existing light switches off when you leave the room and turns them on when you return. This model is ideal for fitting on a ceiling. It is battery powered and will work with One Single Switch. Using Wireless Motion Sensor stops Wastage of Energy and Lower your Electricity Bills. It is highly suitable for homes, institutions, banks, offices and healthcare. Saves Energy Lowers electricity bills National Award Winning Product Adds convenience Works with existing switches, no re wiring Quick and easy installation Freely placed Long battery life Single device for multiple switches No aesthetic changes / No external wiring Adjustable time delay for turning off,Related video of BuildTrack PIR Wireless Motion Sensor - One Switch Control Wireless Sensor Security System,Specifications of BuildTrack PIR Wireless Motion Sensor - One Switch Control Wireless Sensor Security System General Detection Angle 360 degree Brand BuildTrack Brand Color Off White Suitable For Homes, Offices, Intermittent Spaces, Warehouses, Industrial Spacing Wired/Wireless Wireless Display Type NA Installation Type Plug and Play, Simply Attached to the Ceiling Model Number PIR Wireless Motion Sensor - One Switch Control Audible Alarm No Maximum Alarm Distance 0 m Minimum Alarm Distance 0 m Detection Range 10 ft Number of Sensors 1 Color White Dimensions Weight 200 g Other Dimensions 106x106x71 mm Warranty Service Type Manufacturer's Warranty - 1 Year In the Box Wireless Motion Detector | Actuator | User Manual | Warranty Card Additional Features Other Features Saves Energy, Lowers Electricity Bills, Adds Convenience, Works with Existing Switches, No Re Wiring, Quick and Easy Installation, Single Device for Multiple Switches, No Aesthetic Changes / No External Wiring, Adjustable Time Delay for Turning Off Technology Used Passive Infra Red (PIR)",,,,,5000.0,0.0,0,"swit..., wireless, buildtrack, one, motion, sensor, pir",BuildTrack,In Stock,"buildtrack pir wireless motion sensor - one switch control wireless sensor security system, swit..., wireless, buildtrack, one, motion, sensor, pir"
SSSEHFZ2TRZBAPF9,Skayvon SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER Wired Sensor Security System,Skayvon SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER...,Skayvon SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER...,Skayvon SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER...,Skayvon SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER...,"Key Features of Skayvon SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER Wired Sensor Security System Dry run protection L/H Voltage protection Corrosion free sensors Has Manual/Auto mode,Skayvon SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER Wired Sensor Security System Price: Rs. 4,990 ""This system is suitable for single phase submersible pump. The sytem auto start the submersible pump when water level in tank reaches preset lower level and auto switch off the pump when tank gets full.Upper and lower level is adjustable as per user choice. The system indicates 4 different levels of water ( , , , and Full) of overhead tank. The system has Auto /manual switch."",Related video of Skayvon SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER Wired Sensor Security System,Specifications of Skayvon SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER Wired Sensor Security System In the Box 1 pack of Skayvon SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER General Brand Skayvon Model Number SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER Wired/Wireless Wired Number of Sensors 4 Brand Color Ivory Display Type LED Audible Alarm NO Installation Type Cabling Detection Range 987 ft Minimum Alarm Distance 10 m Maximum Alarm Distance 98 m Color Silver LED Indicators Yes",,,,,4990.0,0.0,0,"pump, phase, single, controller..., skayvon, summersible",Skayvon,In Stock,"skayvon summersible single phase pump controller wired sensor security system, pump, phase, single, controller..., skayvon, summersible"
KTAEHETWXZYYG35G,MASARA Solid Women's Straight Kurta,MASARA Solid Women's Straight Kurta,MASARA Solid Women's Straight Kurta,MASARA Solid Women's Straight Kurta,MASARA Solid Women's Straight Kurta,"Key Features of MASARA Solid Women's Straight Kurta Green Straight,MASARA Solid Women's Straight Kurta Price: Rs. 599 The knee length kurti with raindrop pattern with subtle colors will completely transform your look at your work place. Soft cotton fabric used in this kurti is to die for.,Specifications of MASARA Solid Women's Straight Kurta Kurta Details Sleeve 3/4 Sleeve Fabric Cotton Type Straight Neck Round General Details Pattern Solid Occasion Casual Ideal For Women's Additional Details Style Code M002PCOTSEARAIN",,,,,599.0,0.0,0,"women's, straight, masara, solid, kurta",MASARA,In Stock,"masara solid women's straight kurta, women's, straight, masara, solid, kurta"
WJCEHF8JMMZWPYYG,Rapter BNC-047 BNC Wire Connector,Tools & Hardware,Tools,Hardware & Electricals,Hardware,"Rapter BNC-047 BNC Wire Connector (Silver, Pack of 64) Price: Rs. 899 Rapter Pack of 64 BNC Connector.Superior quality BNC Connectors with high quality outer metel and brass conductors used to maintain a proper video/signal quality.BNC normally used in co-axial cables to lock with female connectors which ensures permanancy of connection.They can be used in DVRs, NVRs and CCTV Cameras etc.,Specifications of Rapter BNC-047 BNC Wire Connector (Silver, Pack of 64) General Brand Rapter Suitable For Wire to Wire Connection, Wire to Circuit Board Connection Model Number BNC-047 Type BNC Waterproof Yes Corrosion Proof Yes Color Silver In the box Sales Package 64 BNC Connector Pack of 64",,,,,899.0,0.0,0,"electricals, tools, hardware",Rapter,In Stock,"rapter bnc-047 bnc wire connector, electricals, tools, hardware"
SSSEHFZ34KRWYGSH,Skayvon SUBMERSIBBLE THREE PHASE PUMP CONTROLLER Wired Sensor Security System,Skayvon SUBMERSIBBLE THREE PHASE PUMP CONTROLLER...,Skayvon SUBMERSIBBLE THREE PHASE PUMP CONTROLLER...,Skayvon SUBMERSIBBLE THREE PHASE PUMP CONTROLLER...,Skayvon SUBMERSIBBLE THREE PHASE PUMP CONTROLLER...,"Key Features of Skayvon SUBMERSIBBLE THREE PHASE PUMP CONTROLLER Wired Sensor Security System Dry run protection L/H Voltage protection Corrosion free sensors Has Manual/Auto mode,Skayvon SUBMERSIBBLE THREE PHASE PUMP CONTROLLER Wired Sensor Security System Price: Rs. 4,990 ""This system is suitable for Three phase submersible pump. The sytem auto start the submersible pump when water level in tank reaches preset lower level and auto switch off the pump when tank gets full.Upper and lower level is adjustable as per user choice. The system indicates 4 different levels of water ( , , , and Full) of overhead tank. The system has Auto /manual switch."",Related video of Skayvon SUBMERSIBBLE THREE PHASE PUMP CONTROLLER Wired Sensor Security System,Specifications of Skayvon SUBMERSIBBLE THREE PHASE PUMP CONTROLLER Wired Sensor Security System In the Box 1 pack of Skayvon SUBMERSIBBLE THREE PHASE PUMP CONTROLLER General Brand Skayvon Model Number SUBMERSIBBLE THREE PHASE PUMP CONTROLLER Wired/Wireless Wired Number of Sensors 4 Brand Color Ivory Display Type LED Audible Alarm NO Installation Type Cabling Detection Range 987 ft Minimum Alarm Distance 10 m Maximum Alarm Distance 98 m Color Silver LED Indicators Yes Stand By Yes Additional Features Certification ISO 9001:2008",,,,,4990.0,0.0,0,"pump, submersibble, phase, controller..., three, skayvon",Skayvon,In Stock,"skayvon submersibble three phase pump controller wired sensor security system, pump, submersibble, phase, controller..., three, skayvon"
SNMEHEYXQCEW3JCQ,Behringer Xenyx 502 Analog Sound Mixer,Behringer Xenyx 502 Analog Sound Mixer,Behringer Xenyx 502 Analog Sound Mixer,Behringer Xenyx 502 Analog Sound Mixer,Behringer Xenyx 502 Analog Sound Mixer,Specifications of Behringer Xenyx 502 Analog Sound Mixer In The Box 1 Sound Mixer General Number of Faders 4 Brand Behringer Application Type Live Performance Mixer Number of Channels 5 Model Number Xenyx 502 Channel Equalizer Type 2 band EQ Type Analog Number of Bus 2 On-board Effects No Dimensions Weight 1 kg Height 15 cm Width 15 cm Warranty Covered in Warranty Warranty of the product is limited to manufacturing defects only Warranty Summary 1 year India Warranty Service Type Customer needs to send the product to the authorized service centre of the company in case of any problem Not Covered in Warranty Warranty does not cover product damaged while in use by customer Power Features Power Consumption 50 Power Requirements 230V AC,,,,,6600.0,0.0,0,"analog, xenyx, mixer, 502, behringer, sound",Behringer,In Stock,"behringer xenyx 502 analog sound mixer, analog, xenyx, mixer, 502, behringer, sound"
CGNEDFY77SGZTEQ2,Roadster Men's Zipper Solid Cardigan,Clothing,Men's Clothing,Winter & Seasonal Wear,Cardigans,"Key Features of Roadster Men's Zipper Solid Cardigan Fabric: 100% Acrylic Suitable For: Western Wear,Roadster Men's Zipper Solid Cardigan Price: Rs. 699 Navy blue and olive green cardigan, has a mock collar, a full zip closure, long raglan sleeves, two insert pockets, a ribbed hemLook stylish while beating the winter chill in this comfortable cardigan from Roadster. Team it with a pair of jeans and casual shoes when heading out for the day..,Specifications of Roadster Men's Zipper Solid Cardigan Cardigan Details Closure Zipper Sleeve Full Sleeve Number of Contents in Sales Package Pack of 1 Fabric 100% Acrylic General Details Pattern Solid Ideal For Men's Occasion Casual Fabric Care Machine-Wash Cold Additional Details Style Code 872907",,,,,699.0,3.6,0,"seasonal, men's, cardigans, wear, clothing, winter",Roadster,In Stock,"roadster men's zipper solid cardigan, seasonal, men's, cardigans, wear, clothing, winter"
KTAEHFQGFGMGGMUZ,Noor Embroidered Women's Straight Kurta,Noor Embroidered Women's Straight Kurta,Noor Embroidered Women's Straight Kurta,Noor Embroidered Women's Straight Kurta,Noor Embroidered Women's Straight Kurta,"Key Features of Noor Embroidered Women's Straight Kurta 100% Rayon Fabric Elegant Hand Embroidered Neck,Specifications of Noor Embroidered Women's Straight Kurta Kurta Details Sleeve 3/4 Sleeve Number of Contents in Sales Package Pack of 1 Fabric Rayon Type Straight Neck Round Neck General Details Pattern Embroidered Occasion Casual Ideal For Women's Additional Details Style Code NW_0012 Fabric Care Dry Clean Only",,,,,849.0,0.0,0,"women's, embroidered, noor, straight, kurta",Noor,In Stock,"noor embroidered women's straight kurta, women's, embroidered, noor, straight, kurta"
KTAEGFPRCCS46ZMA,Libas Printed Women's A-line Kurta,Libas Printed Women's A-line Kurta,Libas Printed Women's A-line Kurta,Libas Printed Women's A-line Kurta,Libas Printed Women's A-line Kurta,"Specifications of Libas Printed Women's A-line Kurta General Details Pattern Printed Ideal For Women's Occasion Party, Casual Kurta Details Sleeve Half Sleeve Number of Contents in Sales Package Pack of 1 Fabric Chanderi Type A-line Neck Chinese Fabric Care Dry Clean Only Additional Details Style Code 2438-Red In the Box Kurta",,,,,449.0,0.0,0,"women's, libas, a-line, printed, kurta",Libas,In Stock,"libas printed women's a-line kurta, women's, libas, a-line, printed, kurta"
KTAEG2EQ6GSJE8AG,Libas Printed Women's Anarkali Kurta,Libas Printed Women's Anarkali Kurta,Libas Printed Women's Anarkali Kurta,Libas Printed Women's Anarkali Kurta,Libas Printed Women's Anarkali Kurta,"Specifications of Libas Printed Women's Anarkali Kurta Kurta Details Sleeve 3/4 Sleeve Number of Contents in Sales Package Pack of 1 Fabric Rayon Type Anarkali Neck Boat General Details Pattern Printed Occasion Party, Casual Ideal For Women's In the Box Kurta Additional Details Style Code 2422-Beige Fabric Care Dry Clean Only",,,,,924.0,0.0,0,"women's, anarkali, libas, printed, kurta",Libas,In Stock,"libas printed women's anarkali kurta, women's, anarkali, libas, printed, kurta"
PADEHZFHMTEUP8YG,HRS ULTIMATE BOY Chest Pads,Sports & Fitness,Team Sports,Cricket,Cricket Pads,"HRS ULTIMATE BOY Chest Pads (WHITE, RIGHT-HANDED) Price: Rs. 395 Light wt. Moulded HD foam,Specifications of HRS ULTIMATE BOY Chest Pads (WHITE, RIGHT-HANDED) General Type Chest Pads Face Material Polyvinyl Chloride Inner Material Cotton, Fabric Suitable for RIGHT-HANDED Dimensions Weight 180 g In the Box Sales Package 1 Pad",,,,,395.0,0.0,0,"pads, cricket, fitness, sports, team",HRS,In Stock,"hrs ultimate boy chest pads, pads, cricket, fitness, sports, team"
BELEG6KUK6ZBFTZJ,Vermello Men Casual Brown Genuine Leather Belt,"Bags, Wallets & Belts",Belts,Vermello Belts,Vermello Men Casual Brown Genuine Leather Belt (...,"Specifications of Vermello Men Casual Brown Genuine Leather Belt (Brown) General Reversible Belt No Material Genuine Leather Style Code G7001BRN Occasion Casual Ideal For Men Color Code Brown Belt Size 34 Body Features 5 Punched Holes, Pin Buckle Dimensions Weight 250 g Length 34 inch Width 3.8 cm In the Box 1 Belt",,,,,795.0,0.0,0,"wallets, genuine, men, belts, bags,, leather, (..., vermello, brown, belt, casual",Vermello,In Stock,"vermello men casual brown genuine leather belt, wallets, genuine, men, belts, bags,, leather, (..., vermello, brown, belt, casual"
PADEHZFJGQNSEVKC,HRS CLUB BOY Thigh Pads,Sports & Fitness,Team Sports,Cricket,Cricket Pads,"HRS CLUB BOY Thigh Pads (WHITE, RIGHT-HANDED) Price: Rs. 250 Foam filled economical pad with elastic straps,Specifications of HRS CLUB BOY Thigh Pads (WHITE, RIGHT-HANDED) General Type Thigh Pads Face Material Polyvinyl Chloride Inner Material Cotton, Fabric Suitable for RIGHT-HANDED Dimensions Weight 170 g In the Box Sales Package 1 Pad",,,,,250.0,0.0,0,"pads, cricket, fitness, sports, team",HRS,In Stock,"hrs club boy thigh pads, pads, cricket, fitness, sports, team"
